Name,Index,InnerIndex,Desc,Emotion,Text
name,,,,,Kukrushka
d_place,,,,,Unknown
d_tokki,0,,,,"Very intuitive, acts on her emotions."
d_tokki,1,,,,"Communicates via facial expressions, body language."
d_tokki,2,,,,"Not human, according to Yuriko."
d_tokki,3,,,,"When on guard duty with Remnan, murders everyone."
d_tokki,4,,,,Two-body autonomous doll; other body is in storage.
d_tokki,5,,,,Jonas' doll; personality moves between bodies.
d_tokki,6,,,,Three Sizes 8
t_keisho,,,,,
t_aisatu,0,,,Neutral,"(This girl's name is {0}.
{0} doesn't speak. No one has ever heard her voice.
However {0} is quite eloquent, using expression and gestures to speak.)"
t_suspect,0,,,Smug,(Kukrushka's expression shows contempt toward {0}.)
t_suspect,1,,,Thinking,"(She's tired of hearing {0} speak.
This much is clear.)"
t_suspect,2,,,Surprised,"(Can {0} be trusted? Really...?
You can feel her questioning everyone.)"
t_suspect,3,,,Annoyed,"({0} is too quiet, and can't be trusted,
say her expression and gestures.)"
t_suspect,4,,,Annoyed,"(Kukrushka thinks for a moment and points to {0}.
Her calculations indicate that {0} is suspicious.)"
t_suspect,5,,,Annoyed,"({0} cannot be trusted,
says Kukrushka with her eyes.)"
t_suspect,6,,,Hurt,"(I can't cooperate with {0} any longer,
says Kukrushka's sorrowful gaze.)"
t_suspect,7,,,Annoyed,"({0} attacked {1}? Why?
Kukrushka stares with contempt.)"
t_suspect_r,0,,,Thinking,"(I should never have trusted {0},
sighs Kukrushka.)"
t_suspect_r,1,,,Neutral,"(Noticing that {0} has been overly talkative, Kukrushka scowls in dismay.)"
t_suspect_r,2,,,Annoyed,"(We can no longer trust {0}.
No, it's too dangerous...
Kukrushka emotes to the group.)"
t_suspect_r,3,,,Neutral,"({0}, you should speak up more,
Kukrushka seems to be saying.)"
t_suspect_r,4,,,Hurt,"(Kukrushka looks at {0}, and delves into thought.
Stochastically speaking, {0} is suspicious.
Apparently she no longer trusts them.)"
t_suspect_r,5,,,Annoyed,"(It seems {0} can't be trusted after all,
Kukrushka seems to be saying.)"
t_suspect_r,6,,,,...
t_suspect_r,7,,,,...
t_suspect_add,0,,,Surprised,"(I feel {0} may be suspicious...
Kukrushka's body language says as much.)"
t_suspect_t0,0,,,Annoyed,"(Kukrushka also turned against {0}.
Her stare says as much.)"
t_suspect_t0,1,,,Thinking,"({0}, just stop,
says Kukrushka with a gaze.)"
t_suspect_t0,2,,,Smug,(Kukrushka looks upon {0} with sorrow...)
t_suspect_t0,3,,,Surprised,"(Kukrushka stares at {0},
as if to warn the group of danger.)"
t_suspect_t0,4,,,Neutral,"(Yes, {0} is definitely suspicious,
agrees Kukrushka.)"
t_suspect_t0,5,,,Annoyed,(Kukrushka's eyes are filled with suspicion toward {0}.)
t_suspect_t0,6,,,Annoyed,(Kukrushka stares at {0} sternly...)
t_suspect_t1,0,,,Smug,"({0}, I'm sorry, but...
Kukrushka appears to have given up.)"
t_suspect_t1,1,,,Neutral,"({1} is right,
Kukrushka nods.)"
t_suspect_t1,2,,,Surprised,"(No way... {0}...?
Kukrushka's surprise turns to suspicion.)"
t_suspect_t1,3,,,Surprised,"(Kukrushka seems taken aback.
She seems to have forgotten all about {0}.)"
t_suspect_t1,4,,,Hurt,"(We have no choice but to suspect {0},
Kukrushka passively agrees.)"
t_suspect_t1,5,,,Hurt,(Apparently Kukrushka has yet to fully trust {0}.)
t_suspected0,0,,,Hurt,"(Kukrushka, under suspicion,
stands quietly, watching things play out...)"
t_suspected0,1,,,Hurt,"(Feeling she has lost the favor of the group,
Kukrushka averts her gaze...)"
t_hanron0,0,,,Happy,"(It's OK. I trust you, {0},
Kukrushka smiles, attempting to lift her friend's spirits.)"
