Name,Index,InnerIndex,Desc,Emotion,Text
name,,,,,SQ
d_place,,,,,"Li Liu
Belt"
d_tokki,0,,,,"Hedonistic, fun-loving, and hides her feelings."
d_tokki,1,,,,Knows Remnan from long ago.
d_tokki,2,,,,Possibly Remnan's daughter?
d_tokki,3,,,,"Raised in an incubation pod, emerged one year ago."
d_tokki,4,,,,Accidentally born during mother's mind transplant.
d_tokki,5,,,,None/Gnosia SQ=Mother after successful transplant.
d_tokki,6,,,,Three Sizes 7
t_keisho,,,,,
t_aisatu,0,,,,Heeeeey! It's {0}!
t_suspect,0,,,Hurt,"Sorry, but {0} just sorta like, creeps me out? Like, I get goosebumps?"
t_suspect,1,,,Surprised,"{0}, why're you so, like, abrasive?
Yeeaah, that's like, super sketch?"
t_suspect,2,,,Annoyed,"OK, you guys are like, way too trusting of {0}
{0} could totally be like, evil?"
t_suspect,3,,,Happy,"Um, excuse me? But {0} is so quiet and like, super sketch?"
t_suspect,4,,,Annoyed,"OK, so like, probability-wise?
Uh... {0} is like, super suspicious? Riiight?"
t_suspect,5,,,Annoyed,"Um, yeah, {0} is like, suuuper sketchy now?"
t_suspect,6,,,Smug,"{0} is like, hardcore sketchy, right?
Like, I literally can't even with {0}.
So, you know. Sorry?"
t_suspect,7,,,Annoyed,"Oh yeah, so yesterday, {1} was like...
""If I disappear, you should totally check out {0}""? So there's that."
t_suspect_r,0,,,Hurt,"Yeeaah, I just can't with {0}.
Like, I literally just can't, trust-wise."
t_suspect_r,1,,,Smug,"Oh snap, minus one point for {0}. Chill there, OK?"
t_suspect_r,2,,,Annoyed,"Like, I totally trusted {0}.
But it's like, everyone is all trusting {0}?
So it's like, actually sketchy? Right?"
t_suspect_r,3,,,Annoyed,"Nooope! {0}, that's a red flag!
You really need to like, talk more?
Like... speak up! 'Kay?"
t_suspect_r,4,,,Smug,"So like, probability-wise, {0} is totally sketch, right?
OK, yeah, {0}, totally suspicious!"
t_suspect_r,5,,,Surprised,"Wait what? {0}? It's like, suuuper suspicious, anyone?"
t_suspect_r,6,,,,...
t_suspect_r,7,,,,...
t_suspect_add,0,,,Happy,"OK, here's my take!
{0} is totally sketch!"
t_suspect_t0,0,,,Happy,"Oh, are we on {0} now?
Oh no yeah totally, I'm in!"
t_suspect_t0,1,,,Happy,"Yeeaah, it's like, try too hard much?"
t_suspect_t0,2,,,Surprised,"OK, so like, {0}, right?
Yeah. Totally sketch. Defo."
t_suspect_t0,3,,,Annoyed,"It's like, he-llooo?!
{0}?? Are you even like, there?!
OK you guys we gotta talk about this."
t_suspect_t0,4,,,Neutral,"Probability and stuff is like, whatever? But yeah, {0}, definitely sketch."
