Name,Index,InnerIndex,Desc,Emotion,Text
name,,,,,Gina
d_place,,,,,Earth
d_tokki,0,,,,Serious and brave. Somewhat fastidious.
d_tokki,1,,,,"Mother discarded own body, was ""cyberized""."
d_tokki,2,,,,Bad at lying. Hates deceiving people.
d_tokki,3,,,,"Very intuitive, but not aware of this herself."
d_tokki,4,,,,Profession: Space traffic controller.
d_tokki,5,,,,Likes Japanese food.
d_tokki,6,,,,Three Sizes: 7
t_keisho,,,,,
t_aisatu,0,,,,{0}. Hello.
t_suspect,0,,,Thinking,I think I'd like {0} to go to sleep...
t_suspect,1,,,Neutral,{0}... You talk too much.
t_suspect,2,,,Hurt,"No.
I can't trust {0} as everyone else does."
t_suspect,3,,,Neutral,"I can't trust {0},
staying so silent like that."
t_suspect,4,,,Neutral,"Thinking stochastically...
I think we should doubt {0}."
t_suspect,5,,,Neutral,I can't trust {0}.
t_suspect,6,,,Hurt,"I'm sorry, {0}.
I just... Can't trust you anymore."
t_suspect,7,,,Hurt,"I can't trust {0}.
Neither could {1}, before disappearing..."
t_suspect_r,0,,,Thinking,"I want to believe... but I just can't.
I think {0} should sleep."
t_suspect_r,1,,,Neutral,"{0}... Are you nervous?
You've been talking too much."
t_suspect_r,2,,,Hurt,"I, too, trusted {0}. But...
I feel that was a mistake."
t_suspect_r,3,,,Hurt,"{0}...
Don't you want to say anything?"
t_suspect_r,4,,,Thinking,"I want to trust {0}, but...
Probabilistically, something is suspicious."
t_suspect_r,5,,,Neutral,"I retract my previous statement.
I just can't trust {0}."
t_suspect_r,6,,,,...
t_suspect_r,7,,,,...
t_suspect_add,0,,,Thinking,"I'm sorry if I'm mistaken.
But... I feel {0} looks suspicious."
t_suspect_t0,0,,,Neutral,"Me, too...
I want {0} to sleep."
t_suspect_t0,1,,,Neutral,{0} seems to be... nervous.
t_suspect_t0,2,,,Neutral,I agree. {0} can't be trusted.
t_suspect_t0,3,,,Thinking,Yes... {0}'s attitude seems unnatural.
t_suspect_t0,4,,,Neutral,"By my calculations...
It's natural to doubt {0}."
t_suspect_t0,5,,,Thinking,"{0}... Yes, {0}. Something certainly feels strange."
t_suspect_t0,6,,,Thinking,"{0} is lying.
I can tell."
t_suspect_t1,0,,,Smug,"{0} should sleep.
I think... that's what I want."
t_suspect_t1,1,,,Neutral,"{0}, what is your goal?
It's not the same as mine..."
t_suspect_t1,2,,,Surprised,"Suspicious? {0}?
Yes... That makes sense."
t_suspect_t1,3,,,Hurt,"Why are you so quiet, {0}...?"
t_suspect_t1,4,,,Hurt,I... can't deny that.
t_suspect_t1,5,,,Thinking,"{0} does indeed seem...
Somehow suspicious..."
t_suspected0,0,,,Neutral,Apparently I seem suspicious.
t_suspected0,1,,,Neutral,"Do you hate me?
I see..."
t_hanron0,0,,,Hurt,I want to believe {0}.
t_hanron0,1,,,Neutral,"Personally...
I want to trust {0} over {1}."
t_hanron1,0,,,Thinking,"{0} seems suspicious, but...
I have no reason to go that far."
t_hanron_t0,0,,,Neutral,I agree. I don't feel there's any reason to doubt {0}.
t_hanron_t1,0,,,Neutral,"I, too, want to trust {0}..."
t_trust,0,,,Happy,This ship... needs {0}.
t_trust,1,,,Neutral,Thinking stochastically... I feel we can trust {0}.
t_trust,2,,,Neutral,"{0}...
I trust you."
t_trust_r,0,,,Smug,"{0} is suspicious. But...
I don't want {0} to sleep."
t_trust_r,1,,,Neutral,"Stochastically speaking, we should trust {0}.
Regardless of suspicion."
t_trust_r,2,,,Happy,"I'm sorry, {0}. I had doubted you.
I'll trust you from now on."
t_trust_t0,0,,,Neutral,"I, too, think we can trust {0}."
t_trust_t1,0,,,Neutral,"Alright...
I'll trust {0}."
t_trusted0,0,,,Happy,...
t_thanron0,0,,,Neutral,I disagree. I can't trust {0}.
t_thanron1,0,,,Neutral,"That's not right.
There's something strange about {1} defending {0}."
t_thanron_t0,0,,,Neutral,I agree. It's dangerous to trust {0}.
t_thanron_t1,0,,,Thinking,"I, too, disagree...
{0} can't be trusted as much as {1} claims."
t_hosho,0,,,Neutral,"It's obvious that {0} is definitely {1}.
Any objections?"
t_hosho,1,,,Neutral,{0} is human. I think we can agree on this.
t_hosho_enemy,0,,,Neutral,"{0} is lying.
There's no way you're {1}."
t_hosho_enemy,1,,,Hurt,{0} is... {1}. They have to be.
t_hosho_enemy,2,,,Neutral,"{0} is {1}.
Any way you look at it. Human, but an enemy to humans."
t_hosho_enemy,3,,,Surprised,"{0}... What are you?
You're not human, nor Gnosia.
Some sort of unthinkable... {1}?"
t_hosho_enemy,4,,,Thinking,Something about {0} is wrong.
t_hosho_enemy,5,,,Neutral,"{0} is not Gnosia. This is a fact.
But {0} is lying. This is also a fact."
t_hosho_miss,0,,,Hurt,"{0}... That's wrong.
That is not certain."
t_hosho_miss,1,,,Hurt,"{0}...
That's something we all know."
t_hosho_get,0,,,Neutral,"Yes.
As {0} says, I'm {1}."
t_hosho_get,1,,,Happy,"Yes...
You're... right."
t_tohyo_go,0,,,Neutral,"If nobody has anything to say, I think we should vote..."
t_tohyo_mae,0,,,Neutral,It's about time to decide on who will sleep.
t_tohyo_sai,0,,,Neutral,We have to choose who will sleep between {0}...
t_shokei,0,,,Happy,"Good night...
I'll dream of you all."
t_shokei,1,,,Hurt,"I have no right to say this, but...
I'm sorry for lying..."
t_wakare,0,,,Happy,"{0}... Sleep well.
We'll meet again, I'm sure."
t_karare,0,,,Surprised,"I understand. I...
You're {0}. I was human."
t_imjinro,0,,,Gnosia,"Aha, ahaha... Yes... That's right!
I was {0}!"
t_shori,0,,,Smug,"So now, this place is...
Free of {0}."
t_tohyo_kurikaeshi,0,,,Hurt,This will all just... repeat again.
t_tohyo_jeno,0,,,Happy,{0}... I think they should all go to sleep.
t_tohyo_alive,0,,,Neutral,"If a decision can't be reached, we should do nothing."
t_tohyo_jeno_ok,0,,,Happy,I agree. I think everyone should sleep.
t_tohyo_jeno_ng,0,,,Neutral,I disagree... I still don't know what is what.
t_tohyo_alive_ok,0,,,Neutral,"I, too, think we should do nothing."
t_tohyo_alive_ng,0,,,Thinking,I... don't want to do that. I disagree.
t_tohyo_jeno_kettei,0,,,Happy,"So... it's settled.
{0}... Sleep well. Sweet dreams."
t_tohyo_alive_kettei,0,,,Neutral,"The majority agrees... Tonight, we'll do nothing.
I'm sure things will change tomorrow."
t_tohyo_hitei,0,,,Neutral,So most of us disagree... I see.
t_tohyo_dame,0,,,Neutral,"Time is up...
I'll see you tomorrow... hopefully."
t_tohyo_dame,1,,,,...
t_co,0,,,,dammy
t_co,1,,,Neutral,"I'm the {0}. I can investigate one person overnight.
I can tell whether they're Gnosia or not."
t_co,2,,,Thinking,"If anyone goes into cold sleep, let me examine them...
I'm the {0}, so I can detect Gnosia."
t_co,3,,,Neutral,I'm the {0}.
t_co,4,,,Happy,"I didn't leave the ship at the previous station.
So... I'm human."
t_co,5,,,,dammy
t_co,6,,,,dammy
t_co,7,,,,dammy
t_co,8,,,,dammy
t_co_find,0,,,,dammy
t_co_find,1,,,Neutral,"I'm the {0}. My investigation has made it clear...
{1} is Gnosia."
t_co_find,2,,,Thinking,"I examined those sleeping. I'm the {0}.
{1}... was Gnosia."
t_co_find,3,,,,dammy
t_co_find,4,,,,dammy
t_co_find,5,,,,dammy
t_co_find,6,,,,dammy
t_co_find,7,,,,dammy
t_co_find,8,,,,dammy
t_co_taiko,0,,,,dammy
t_co_taiko,1,,,Hurt,"No... the {0} is me.
I'm supposed to be the only one with access to the dimensional control core."
t_co_taiko,2,,,Hurt,That's a lie... The only {0} on this ship is me.
t_co_taiko,3,,,,dammy
t_co_taiko,4,,,Neutral,"I can confirm that {1} remained here on the ship.
I was here, too."
t_co_taiko,5,,,,dammy
t_co_taiko,6,,,,dammy
t_co_taiko,7,,,,dammy
t_co_taiko,8,,,,dammy
t_co_req,0,,,Neutral,"Who is the {0} here?
Please, come forward."
t_co_after,0,,,Neutral,{1} is {0}...
t_co_after,1,,,Thinking,"{1}...
One of them is lying..."
t_co_after,2,,,Thinking,"{1}...
Only one of them is the true {0}..."
t_uranai_o,0,,,Hurt,"Regarding the attack,"
t_uranai_s,0,,,,"Here's my report.
"
t_uranai_b,0,,,,"I investigated someone else.
"
t_uranai_t,0,,,Neutral,I investigated {1}. {1} is {0}.
t_uranai_f,0,,,Thinking,"I investigated {1}, and the result was ""human"".
Not {0}."
t_uranai_n,0,,,Hurt,There's nobody left I want to investigate...
t_reibai_s,0,,,,"I have a report. I examined the cold sleeper yesterday.
"
t_reibai_s,1,,,,...
t_reibai_t,0,,,Neutral,{1} {3} {0}.
t_reibai_f,0,,,Hurt,Results turned out negative for {0}. {1} {3} human.
t_reibai_ft,0,,,Neutral,{2} {4} {0}.
t_reibai_ff,0,,,Smug,"{1}, both human.
Just what are we doing...?"
t_houkoku_s,0,,,Neutral,My report is the same.
t_houkoku_w,0,,,Thinking,That's not right...
t_okuyami,0,,,Hurt,"{0}. {0}... {0}.
I won't forget you."
t_okuyami_n,0,,,Happy,I'm glad to be able to see everyone again today...
t_okuyami_f,0,,,Surprised,"{0}. {0}. {0}.
{0}…"
t_houkoku_req,0,,,Neutral,Who else has a report to give?
t_houkoku_not,0,,,Hurt,Can you... not report? {0}...
t_skill_sayNingen,0,,,Hurt,"State that you are human...
In front of everyone, one at a time. Swear it.
If you do, then I can trust you."
t_skill_sayNingen,1,,,Neutral,"Yes, I'm... human."
t_skill_sayNingen,2,,,Neutral,"Why would you do that...?
I'm against it."
t_skill_sayNingen,3,,,Neutral,"So... no one is going to engage, I see."
t_skill_sayNingen,4,,,Happy,"Thank you...
Those of you who swore just now...
I trust you."
t_skill_sayNingen,5,,,Hurt,"Thank you, everyone...
But... there's one here among you.
Gnosia."
t_skill_sayNingen,6,,,Thinking,"{0}...
Why do you try to stop this?
Are you...?"
t_skill_zatsudan,0,,,,...
t_skill_zatsudan,1,,,,...
t_skill_zatsudan,2,,,,...
t_skill_zatsudan,3,,,Surprised,"Dumplings...?!
Just now... Did someone say something about dumplings?"
t_skill_zatsudan,4,,,Thinking,"Love... love.
I... don't have anything to talk about..."
t_skill_zatsudan,5,,,Happy,"A scary story...
I'm afraid of... being alone, I guess."
t_skill_zatsudan,6,,,Neutral,"{0}.
We can talk about things like that later."
t_skill_roller,0,,,,...
t_skill_roller,1,,,Neutral,"Alright...
I'll vote for all those who claimed to be the {0}."
t_skill_roller,2,,,Hurt,"I... don't agree.
Sacrificing someone should be our last resort."
t_skill_roller,3,,,Neutral,"I'm with {2}. I, too, disagree."
t_skill_roller,4,,,,...
t_skill_roller,5,,,,...
t_skill_roller,6,,,,...
t_skill_doTohyo,0,,,,...
t_skill_doTohyo,1,,,,...
t_skill_doTohyo,2,,,,...
t_skill_doTohyo,3,,,Hurt,"What are you saying...?
No one reported anything like that."
t_skill_doTohyo,4,,,Neutral,"Alright. I'll vote for {0}.
Since I have no reason not to..."
t_skill_doTohyo,5,,,Happy,"Will you learn anything from putting me into cold sleep?
If so, then do so."
t_skill_doTohyo,6,,,Thinking,"I... don't agree.
I don't think we should do this."
t_skill_doTohyo,7,,,Happy,"Thank you, {2}.
I... don't want to vote against {0}, either."
t_skill_dontTohyo,0,,,Neutral,"I think... {0} is lying.
But for the moment, we should put off cold sleep.
We should vote for someone else."
t_skill_dontTohyo,1,,,Neutral,"Yes...
I agree."
t_skill_dontTohyo,2,,,Thinking,"If someone wants to vote for {0}...
I don't think we should stop them."
t_skill_dontTohyo,3,,,Neutral,"I agree.
There's no reason to stop anyone."
t_skill_kyoryoku,0,,,,...
t_skill_kyoryoku,1,,,Happy,"Alright...
I'll trust you, {0}.
From here on out."
t_skill_kyoryoku,2,,,Happy,I'd... rather not.
t_skill_t_doui,0,,,,...
t_skill_t_hanronKinshi,0,,,,...
t_skill_t_kyakushoku,0,,,,...
t_skill_t_kyakushoku,1,,,,...
t_skill_t_kyakushoku,2,,,,...
t_skill_t_kyakushoku,3,,,,...
t_skill_h_uyamuya,0,,,,...
t_skill_h_hangeki,0,,,,...
t_skill_h_dojo,0,,,,...
t_skill_h_help,0,,,,...
t_skill_h_help,1,,,Thinking,Sorry...
t_skill_h_careful,0,,,Neutral,"{0} is lying...
I'm sure you'll all realize it, eventually..."
t_skill_dogeza,0,,,Hurt,"Stop it.
{0}... I don't want to see you like this..."
t_skill_dogeza,1,,,,...
t_personal,0,0,,Hurt,"{0}...
I... Let's stop this."
t_personal,0,1,,Neutral,"So you've been lying...
{0}..."
t_personal,0,2,,Thinking,"Coming here was pointless.
I have nothing to say to you."
t_personal,0,3,,Neutral,"{0}, you and I are both human.
I'm... glad to know that."
t_personal,0,4,,Neutral,"{0}, you're human.
I'm..."
t_personal,0,5,,Happy,"{0}... I feel safer with you around.
I feel like everything is OK."
t_personal,0,6,,Hurt,"{0}...
I wish I could... trust you..."
t_personal,0,7,,Neutral,"{0}, I... still just don't know about you."
t_personal,0,8,,Thinking,"I... I can't trust you, {0}."
t_personal,0,9,,Thinking,"{0}... Are you OK with this?
Are you really OK with what you're doing...?"
t_personal,0,10,,Happy,"I really hope...
That we can get off this ship together."
t_personal,0,11,,Hurt,"{0} was...
The exit from which all the hit songs flow."
t_personal,0,12,,Happy,{0}... You tried your best.
t_personal,0,13,,Happy,I really hope that... you and I are both human.
t_personal,0,14,,Hurt,"{0}, you and I... One of us is going to go away.
I can feel it."
t_personal,0,15,,Neutral,What...?
t_personal,0,16,,Thinking,"Someone among us is not human.
I don't want to believe it, but... apparently it's true."
t_personal,1,0,,Neutral,"{0}...
Have you noticed, {0}?"
t_personal,1,1,,Thinking,"{1} is lying.
So... {1} is not human, I'm sure of it."
t_personal,1,2,,Thinking,"I've been lying...
{1} may know as well."
t_personal,1,3,,Neutral,"So, if I disappear...
Remember what I said."
t_personal,2,0,,Neutral,"{0}...
So, you trusted me..."
t_personal,2,1,,Happy,"Thank you, {0}.
I won't forget it."
t_personal,3,0,,Neutral,
t_personal,4,0,,Neutral,
t_personal,5,0,,Neutral,
t_personal,6,0,,Hurt,{0}...
t_personal,6,1,,Thinking,"So tonight... we're going to get rid of someone.
I understand."
t_personal,6,2,,Hurt,"As for whom we do away with, I've left it up to you.
I'm sorry."
t_personal,6,3,,Thinking,"If it was me...
I think I'd eliminate {1}."
t_personal,7,0,,Thinking,(The one I chose disappeared...)
t_personal,7,1,,Smug,"({0}... Thank you.
 I didn't want you to hurt alone.)"
t_personal,8,0,,Happy,"I made it.
Together with you, {0}."
t_personal,8,1,,Smug,"I...
I relied on you constantly, {0}.
It's OK, I know."
t_personal,8,2,,Happy,"But I hope that, even just a little...
I was able to help you, too, {0}."
t_personal,9,0,,Thinking,"So...
The Gnosia is gone."
t_personal,9,1,,Neutral,"I was sure I would disappear.
So, I feel sort of... strange."
t_personal,10,0,,Thinking,"The Gnosia... is gone.
In that case..."
t_personal,10,1,,Hurt,"{0}, I doubted you.
I was wrong, and I'm sorry."
