Name,Index,InnerIndex,Desc,Emotion,Text
name,,,,,Raqio
d_place,,,,,"Gliese
Fleet"
d_tokki,0,,,,Intelligence supremacist. Great at acting.
d_tokki,1,,,,"From the super-class ""Gliese Mobile Fleet"" state."
d_tokki,2,,,,Assigned male gender at birth; identifies as non-binary.
d_tokki,3,,,,"Communicative, but not so much verbally."
d_tokki,4,,,,Was a high school student in Gliese.
d_tokki,5,,,,"Owner of the ""Silver Key"" by birthright."
d_tokki,6,,,,Three Sizes 7
t_keisho,,,,,
t_aisatu,0,,,,"I'm {0}. Remember it.
It's no exaggeration to say that the universe was born with me."
t_suspect,0,,,Neutral,"You're beyond redemption, {0}.
I sense no intelligence in you. Not in the slightest."
t_suspect,1,,,Annoyed,"{0}, you're casting the discussion into confusion.
Hmph... I'll rephrase it in a way even you can understand.
{0}, you're annoying. Shut up."
t_suspect,2,,,Thinking,"Why do you all trust {0}?
I'll never understand how commoners think..."
t_suspect,3,,,Surprised,"Pressing on those who stay suspiciously quiet, like {0}, sounds prudent."
t_suspect,4,,,Neutral,"Thinking logically, we should probably be suspecting...
{0}, I feel."
t_suspect,5,,,Happy,"{0}, are you hiding something?"
t_suspect,6,,,Happy,"OK, this is where my aliance with {0} ends.
In case it wasn't obvious, {0} doesn't deserve our trust."
t_suspect,7,,,Surprised,"So last night, it was {1} who disappeared.
Well then, haha, isn't it clear whom we should suspect?
{0}. You."
t_suspect_r,0,,,Happy,"Hm... I guess {0} is irredeemable after all.
No real purpose left to serve for us."
t_suspect_r,1,,,Thinking,"Shut up, {0}.
You're only serving to exacerbate my dislike of you."
t_suspect_r,2,,,Neutral,"{0} isn't worthy of our trust.
I tried trusting {0}, but it turned out to be completely pointless."
t_suspect_r,3,,,Surprised,"{0}. Speak up more, and show your true self.
I have high expectations of you."
t_suspect_r,4,,,Happy,"OK, I'm going to suspect {0}.
I mean, logically, it only makes sense, right?"
t_suspect_r,5,,,Happy,"You know what? I trust {0}.
So to make a change in the situation, I'm gonna try doubting {0} now."
t_suspect_r,6,,,,...
t_suspect_r,7,,,,...
t_suspect_add,0,,,Happy,"{0} seems pretty suspicious, right?
Just sort of too pathetic to be an actual human."
t_suspect_t0,0,,,Happy,"I like how this is going...
I'd like to see {0} go into cold sleep."
t_suspect_t0,1,,,Smug,"Haha, how annoying, and suspicious to boot.
What are you doing, {0}? Are you up for election or something?"
t_suspect_t0,2,,,Surprised,"Huh... That's not bad, {1}.
I think we should start focusing on {0} about now."
t_suspect_t0,3,,,Happy,"Just what are you hiding, {0}?
You don't actually HAVE to answer, you know."
t_suspect_t0,4,,,Happy,"It's clear what's going on here.
Is there really anyone who doesn't suspect {0}?"
t_suspect_t0,5,,,Surprised,"So I see I wasn't the only one suspecting {0}.
You're starting to come around, I guess."
t_suspect_t0,6,,,Annoyed,Of course suspicions arise. {0} is just so untrustworthy.
t_suspect_t1,0,,,Happy,"So basically, {1} dislikes - and therefore wants to freeze - {0}.
Haha. Well, why not?"
t_suspect_t1,1,,,Annoyed,"{0} screwed up.
They've lost my trust."
t_suspect_t1,2,,,Surprised,"Heh, so now we're going to jump on {0}?
Sure, I'll take that ride, haha."
t_suspect_t1,3,,,Happy,It's only natural to cast doubt upon those who keep quiet.
t_suspect_t1,4,,,Surprised,"Huh, a rational opinion. How rare. I support it."
t_suspect_t1,5,,,Smug,"Hey, you sure have become unpopular, {0}.
Of course no one would trust someone like you!"
t_suspected0,0,,,Neutral,Huh... Are you really doubting me?
t_suspected0,1,,,Annoyed,"Resorting to ad hominem attacks due to lack of actual reason?
What kind of idiot lets that sort of thing shake them up?"
t_hanron0,0,,,Thinking,"{0} isn't the one we should be suspecting right now.
I mean, come on... really?"
t_hanron0,1,,,Hurt,"You just don't get it, do you?
This whole trend of casting doubt on {0} is clearly some kind of ploy."
t_hanron1,0,,,Smug,"I support {0}.
Seeing {0} like this is just too pathetic. Haha!"
t_hanron_t0,0,,,Smug,I say {0} is alright. Aren't I such a good person? Ahaha!
t_hanron_t1,0,,,Surprised,"If {1} says one thing, I think we should assume the opposite is true."
t_trust,0,,,Happy,"{0}, you're actually not so bad.
I actually think I can trust you."
t_trust,1,,,Neutral,"Well, let me just say I feel we can trust {0}."
t_trust,2,,,Annoyed,Are there really any idiots here who would suspect {0}?
t_trust_r,0,,,Happy,"Personally, I want to avoid sending {0} off to cold sleep.
I like watching {0} squirm and fight."
t_trust_r,1,,,Thinking,"As for whom we should allow to remain...
Unfortunately, {0} just seems to trustworthy to let go."
t_trust_r,2,,,Happy,"I've actually been observing {0} for awhile now.
{0} is clear, and deserves our trust."
t_trust_t0,0,,,Neutral,I agree. {0} should be allowed to remain.
t_trust_t1,0,,,Neutral,I agree. There are others we should be attacking before {0}.
t_trusted0,0,,,Smug,"Huh... Are you trying to form an alliance with me?
What a wise choice, ahahaha!"
t_thanron0,0,,,Surprised,"I don't have a single reason to trust {0}, personally."
t_thanron1,0,,,Annoyed,"Hmph, looks like {0} and {1} are colluding.
I don't trust people like that."
t_thanron_t0,0,,,Neutral,"Just what is ""trust"", anyway? Some sort of religious term?"
t_thanron_t1,0,,,Neutral,Do you think I'd have a reason to follow {0}?
t_hosho,0,,,Neutral,"It's obvious, but I feel it's safe to say that {0} is the {1}."
t_hosho,1,,,Neutral,"OK, there's no longer any need to doubt {0}.
As anticlimactic as it may be, {0} is clearly human."
t_hosho_enemy,0,,,Surprised,"OK, you must all have noticed by now, right?
{0} couldn't possibly be {1}."
t_hosho_enemy,1,,,Annoyed,"{0} is the {1}.
Hah, did you think I would somehow miss this?"
t_hosho_enemy,2,,,Surprised,"Wow, to think that {0} is the {1}.
Hey, {0}. I don't get it myself, but is it fun to live according to an ideology?"
t_hosho_enemy,3,,,Thinking,"{0}... Just what are you?
A {1}...? Attempting to throw the universe into chaos...?"
t_hosho_enemy,4,,,Smug,"Haha, you've screwed up, {0}.
Your argument makes no sense.
You're screwed now. Ahahahaha!"
t_hosho_enemy,5,,,Happy,"Aa, I see. So, {0}, then.
So you're an AC Follower, or a Bug."
t_hosho_miss,0,,,Surprised,"You're trying so hard, {0}.
But, you're all wrong, haha."
t_hosho_miss,1,,,Thinking,"Yeah, we already know that, you know?
{0}, stop making useless comments.
You yourself are starting to feel useless."
t_hosho_get,0,,,Surprised,"Did you all really just realize now that I'm {1}?
Haha, no, of course not, right?"
t_hosho_get,1,,,Annoyed,"I seem to have underestimated you all. And now, here we are.
I'm not angry, I know I have to calmly accept my fate now.
I admire how deftly you entrapped me, actually."
t_tohyo_go,0,,,Neutral,"There's no more point in debating.
I think we should get on with the vote."
t_tohyo_mae,0,,,Happy,"Let's stop debating and vote.
Hooray for democracy, haha."
t_tohyo_sai,0,,,Neutral,"So we have the results...
We'll vote again between {0}."
t_shokei,0,,,Annoyed,"So I'm gone, then, hm? You're all beyond salvation.
Like a bunch of lemmings. But that's fine with me. I don't care.
I'll accept my death sentence. In fact, I welcome it."
t_shokei,1,,,Thinking,Hmph...!
t_wakare,0,,,Hurt,"{0}, I'm disappointed in you."
t_karare,0,,,Surprised,"You're the {0}? And you've come to eliminate me?
Aha, this is amusing. Ahahahahahaha..."
t_imjinro,0,,,Gnosia,"That's right, I'm {0}. It's obvious, isn't it?
Me! Did you really think I was some stupid human?!
You really are stupid! Ahahahahahahahaaaaa!"
t_shori,0,,,Happy,"So it seems I've beaten the {0}.
Or rather, we've beaten them, I guess..."
t_tohyo_kurikaeshi,0,,,Annoyed,"Oh come on...
You aren't all stupid enough to keep redoing the vote, are you?"
t_tohyo_jeno,0,,,Smug,"So, we just need to put all of the candidates into cold sleep, right?
Suspicion itself is a sin, after all. This is how we royalty handle such matters, haha."
t_tohyo_alive,0,,,Thinking,"Hmph, {0}...
I think we should keep them all here, strength in numbers and all..."
t_tohyo_jeno_ok,0,,,Surprised,"Swift and decisive.
I'm behind it. Let us put them all into cold sleep."
t_tohyo_jeno_ng,0,,,Happy,"I object. I don't like the idea, nor that it was YOUR idea."
t_tohyo_alive_ok,0,,,Neutral,"OK, fine, let them all stay, then."
t_tohyo_alive_ng,0,,,Happy,I don't like it.
t_tohyo_jeno_kettei,0,,,Smug,"OK... Everyone is off to cold sleep!
What, isn't this clearly the answer?"
t_tohyo_alive_kettei,0,,,Happy,"OK... So we let them all remain.
I'll be off now. I'm busy."
t_tohyo_hitei,0,,,Annoyed,"Hm... So you reject my proposal.
Well then, do any of you have a better idea?"
t_tohyo_dame,0,,,Hurt,"Haah... Let's just give up for tonight.
I'm... getting sleepy..."
t_tohyo_dame,1,,,Thinking,"Let's leave it here for tonight...
Nothing good is going to come of this anyway."
t_co,0,,,,dammy
