Name,Index,InnerIndex,Desc,Emotion,Text
name,,,,,Otome
d_place,,,,,"Sea Planet
Nada"
d_tokki,0,,,,"Somewhat reserved; shy, but likes people."
d_tokki,1,,,,An intelligent beluga whale born on a sea planet.
d_tokki,2,,,,"In love with her researcher, ""Dr. Yoshikado""."
d_tokki,3,,,,Traumatized by accidentally swallowing a goldfish.
d_tokki,4,,,,Perfect hearing; can sense movement around her.
d_tokki,5,,,,Dreams of somehow becoming human.
d_tokki,6,,,,Three Sizes 7
t_keisho,,,,,
t_aisatu,0,,,Smug,"I, um... My name is {0}.
I'm still getting the hang of things, but I'll do my best."
t_suspect,0,,,Thinking,"When I hear {0}'s voice, my water clouds up...
I wonder why that happens...?"
t_suspect,1,,,Hurt,"Um, {0} keeps taking over the conversation.
I'd like to hear from other people, too."
t_suspect,2,,,Annoyed,"So, everyone seems to trust {0}... but...
That feels, um... sort of weird..."
t_suspect,3,,,Thinking,"So, uh... I've been thinking...
I wonder why {0} doesn't seem to, uh... speak up...?"
t_suspect,4,,,Thinking,"I did some calculations.
And it seems like {0} is acting, uh... kinda strange..."
t_suspect,5,,,Neutral,"I feel like there's something weird about {0}...
Like maybe something's bothering them...?"
t_suspect,6,,,Hurt,"So, I, um...
I think there's something strange about {0}.
So... I'm sorry."
t_suspect,7,,,Annoyed,"Something is bothering me about {0}.
I mean, you know... {1}.
{1} disappeared, so..."
t_suspect_r,0,,,Annoyed,"Squeak...
{0} doesn't seem to be OK after all..."
t_suspect_r,1,,,Neutral,"{0}! {0}!
If you keep talking, then nobody else can, {0}..."
t_suspect_r,2,,,Annoyed,"I sort of feel like, if we keep trusting {0}...
Then it, um, may not end so well..."
t_suspect_r,3,,,Happy,Um... I'd like to hear more from {0}...
t_suspect_r,4,,,Hurt,"I feel like {0} is OK, but...
I did some thinking, and maybe {0} is, like, not OK...?"
t_suspect_r,5,,,Thinking,"I thought {0} seemed alright, but...
Now, I feel maybe I was wrong...?"
t_suspect_r,6,,,,...
t_suspect_r,7,,,,...
t_suspect_add,0,,,Hurt,"{0}, does your stomach hurt? No...?
It looks like something's bothering you..."
t_suspect_t0,0,,,Hurt,"I, too, um...
I thought, maybe, uh... {0} wasn't so, um... good."
t_suspect_t0,1,,,Thinking,"Actually, I, um... I felt the same way."
t_suspect_t0,2,,,Annoyed,"Um, excuse me, {0}... Uh...
There's something that's sort of, uh, bothering me..."
t_suspect_t0,3,,,Hurt,"Oh, so {0} is sort of, uh... peculiar, right?"
t_suspect_t0,4,,,Thinking,"I'll try doing some calculations myself...
Yeah, same here. {0} seems off..."
t_suspect_t0,5,,,Happy,"I feel better knowing that someone else agrees.
{0} has been giving me strange vibes, too..."
t_suspect_t0,6,,,Thinking,"Yes. {0} is, um... A little suspicious..."
t_suspect_t1,0,,,Hurt,"So, um... uh...
I also kinda think there's something off about {0}..."
t_suspect_t1,1,,,Happy,"Um, I'd kinda like to hear more from people apart from {0}, too..."
t_suspect_t1,2,,,Annoyed,"Hm... Now that I think about it, I sort of agree..."
t_suspect_t1,3,,,Smug,"{0}, I think you should speak up a little more.
Then, nobody would think you're, uh, you know... ""{0} is kinda weird""..."
t_suspect_t1,4,,,Thinking,"Huh? Oh, yeah, huh..."
t_suspect_t1,5,,,Thinking,"I was kinda worried whether {0} was OK...
Looks like, maybe not..."
t_suspected0,0,,,Thinking,*SQUEAK*...
t_suspected0,1,,,Hurt,"I, uh... um... yeah..."
t_hanron0,0,,,Happy,"It's OK, {0}.
{0}, I think you're just fine."
t_hanron0,1,,,Annoyed,"*Squeak*... {1}.
I think you're worrying a bit too much about {0}."
t_hanron1,0,,,Neutral,"{0} seems a bit weird, but...
Not necessarily in a bad way, you know?"
t_hanron_t0,0,,,Neutral,I haven't found anything strange about {0}.
t_hanron_t1,0,,,Smug,"If {2} says so, then I'm sure {0} is just fine."
t_trust,0,,,Smug,"I, um... I like the sound of {0}.
Hearing it sort of makes me happy."
t_trust,1,,,Happy,"Um, the probability of {0} being OK is pretty high...
So, I'm pretty sure {0} is safe!"
t_trust,2,,,Neutral,"I know...
{0} isn't the kind of person who's capable of cruelty."
t_trust_r,0,,,Happy,"I want to offer my help to {0}.
If {0} were to go away, I'd be really upset..."
t_trust_r,1,,,Happy,"I did the calculations, and I don't think anything's wrong with {0}.
I'm pretty sure we're OK."
t_trust_r,2,,,Happy,I just can't believe that {0} would do anything horrible.
t_trust_t0,0,,,Smug,That's right! {0} is a good person!
t_trust_t1,0,,,Happy,"Aah...
I'm starting to think that {0} is alright!"
t_trusted0,0,,,Smug,*Squeak squeak!* Thank you for trusting me!
t_thanron0,0,,,Hurt,"But... There's something that bothers me about {0}.
I'm worried..."
t_thanron1,0,,,Thinking,"Is everything... OK?
I'm starting to get worried..."
t_thanron_t0,0,,,Hurt,"Yeah, um... I'm also starting to think something's strange about {0}..."
t_thanron_t1,0,,,Thinking,"I, um... I'm a little bit worried..."
t_hosho,0,,,Smug,"Ah... I figured it out!
{0} is the real {1}!"
t_hosho,1,,,Smug,"I figured it out! {0} is human.
Definitely not Gnosia."
t_hosho_enemy,0,,,Thinking,"Um... I realized something.
{0} isn't the {1}…"
t_hosho_enemy,1,,,Annoyed,"{0} is a {1}.
I figured it out, but I sort of wish I hadn't..."
t_hosho_enemy,2,,,Neutral,"Oh, hey... I figured it out!
So, {0} is the {1}, right?"
t_hosho_enemy,3,,,Annoyed,"Ah, I figured it out! But...
What exactly is wrong with... {0}?
Not feeling well, or maybe {1}...?"
t_hosho_enemy,4,,,Thinking,"Huh...? {0}'s comments are sort of... uneven.
So it looks like {0} is the one who's off..."
t_hosho_enemy,5,,,Hurt,"{0} isn't Gnosia, but...
Those comments just don't make sense..."
t_hosho_miss,0,,,Hurt,"Oh... really? Um...
I'm sorry, I don't see how that could be..."
t_hosho_miss,1,,,Thinking,"Um, that may be so, but...
{0}, why are you repeating things...?"
t_hosho_get,0,,,Happy,"Oh wow... Thank you, {0}!
Now maybe everyone will trust me..."
